,uri,label,kind,inscription_of,position,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
wa: 182,faust://document/wa/182,wa: 182,UnknownRef,,1,0,,,,,,,,2
wa: 182 i_r_o,faust://inscription/wa/182/i_r_o,wa: 182 i_r_o,Inscription,wa: 182,2,0,,,1831-09-22,,1831-09-22,1831.0,1831,3
1 H.8,faust://document/faustedition/1_H.8,1 H.8,Witness,,3,0,,,,,,,,11
1 H.15,faust://document/faustedition/1_H.15,1 H.15,Witness,,4,0,,,1776-01-02,1776-01-02,1776-01-02,1776.0,1776,18
2 III H.27 alpha,faust://inscription/faustedition/2_III_H.27/alpha,2 III H.27 alpha,Inscription,2 III H.27,5,0,,,1825-04-06,,1825-04-06,1825.0,1825,30
2 III H.30 alpha,faust://inscription/faustedition/2_III_H.30/alpha,2 III H.30 alpha,Inscription,2 III H.30,6,0,,,1825-03-08,,1825-03-08,1825.0,1825,31
2 III H.70 alpha,faust://inscription/faustedition/2_III_H.70/alpha,2 III H.70 alpha,Inscription,2 III H.70,7,0,,,1826-05-19,,1826-05-19,1826.0,1826,33
2 III H.71 alpha,faust://inscription/faustedition/2_III_H.71/alpha,2 III H.71 alpha,Inscription,2 III H.71,8,0,,,1826-05-19,,1826-05-19,1826.0,1826,32
2 II H.69 alpha,faust://inscription/faustedition/2_II_H.69/alpha,2 II H.69 alpha,Inscription,2 II H.69,9,0,,,1831-02-26,,1831-02-26,1831.0,1831,25
2 II H.71 alpha,faust://inscription/faustedition/2_II_H.71/alpha,2 II H.71 alpha,Inscription,2 II H.71,10,0,,,1830-06-26,,1830-06-26,1830.0,1830,24
2 I H.21 alpha,faust://inscription/faustedition/2_I_H.21/alpha,2 I H.21 alpha,Inscription,2 I H.21,11,0,,,1828-03-31,,1828-03-31,1828.0,1828,34
2 I H.32 alpha,faust://inscription/faustedition/2_I_H.32/alpha,2 I H.32 alpha,Inscription,2 I H.32,12,0,,,1827-12-23,,1827-12-23,1827.0,1827,35
2 V H.3 alpha,faust://inscription/faustedition/2_V_H.3/alpha,2 V H.3 alpha,Inscription,2 V H.3,13,0,,,1825-03-05,,1825-03-05,1825.0,1825,22
2 V H.17 i_r,faust://inscription/faustedition/2_V_H.17/i_r,2 V H.17 i_r,Inscription,2 V H.17,14,0,,,1825-03-17,1825-03-27,1825-03-17,1825.0,1825,46
2 IV H.12 i_v_o,faust://inscription/faustedition/2_IV_H.12/i_v_o,2 IV H.12 i_v_o,Inscription,2 IV H.12,15,0,,,1831-09-22,,1831-09-22,1831.0,1831,89
fischer_lamberg: 2_III_H.15,faust://document/fischer_lamberg/2_III_H.15,fischer_lamberg: 2_III_H.15,UnknownRef,,16,0,,,,,,,,97
wa: 2_H_P167,faust://document/wa/2_H_P167,wa: 2_H_P167,UnknownRef,,17,0,,,,,,,,115
wa: 2_III_H.2_alpha,faust://document/wa/2_III_H.2_alpha,wa: 2_III_H.2_alpha,UnknownRef,,18,0,,,1826-05-19,,1826-05-19,1826.0,1826,108
wa: 2_II_H.31_alpha,faust://document/wa/2_II_H.31_alpha,wa: 2_II_H.31_alpha,UnknownRef,,19,0,,,1831-09-22,,1831-09-22,1831.0,1831,107
wa: 2_H_P167 i_uebrige,faust://inscription/wa/2_H_P167/i_uebrige,wa: 2_H_P167 i_uebrige,Inscription,wa: 2_H_P167,20,0,,,1825-04-06,,1825-04-06,1825.0,1825,116
2 I H.0,faust://document/faustedition/2_I_H.0,2 I H.0,Witness,,21,0,,,,,,,,118
2 I H.0a,faust://document/faustedition/2_I_H.0a,2 I H.0a,Witness,,22,0,,,,,,,,119
2 I H.0b,faust://document/faustedition/2_I_H.0b,2 I H.0b,Witness,,23,0,,,,,,,,120
2 I H.0c,faust://document/faustedition/2_I_H.0c,2 I H.0c,Witness,,24,0,,,,,,,,121
2 I H.0d,faust://document/faustedition/2_I_H.0d,2 I H.0d,Witness,,25,0,,,,,,,,122
2 I H.2,faust://document/faustedition/2_I_H.2,2 I H.2,Witness,,26,0,,,1831-09-22,,1831-09-22,1831.0,1831,124
2 I H.6a,faust://document/faustedition/2_I_H.6a,2 I H.6a,Witness,,27,0,,,,,,,,129
2 I H.10,faust://document/faustedition/2_I_H.10,2 I H.10,Witness,,28,0,,,1831-09-22,,1831-09-22,1831.0,1831,148
2 I H.14,faust://document/faustedition/2_I_H.14,2 I H.14,Witness,,29,0,,,1828-06-01,,1828-06-01,1828.0,1828,154
2 I H.15b,faust://document/faustedition/2_I_H.15b,2 I H.15b,Witness,,30,0,,,1831-09-22,,1831-09-22,1831.0,1831,157
2 I H.15c,faust://document/faustedition/2_I_H.15c,2 I H.15c,Witness,,31,0,,,,,,,,158
2 I H.16,faust://document/faustedition/2_I_H.16,2 I H.16,Witness,,32,0,,,,,,,,159
2 I H.18,faust://document/faustedition/2_I_H.18,2 I H.18,Witness,,33,0,,,1828-03-31,,1828-03-31,1828.0,1828,161
2 I H.21,faust://document/faustedition/2_I_H.21,2 I H.21,Witness,,34,2,,,1828-03-31,,1828-03-31,1828.0,1828,164
2 I H.23,faust://document/faustedition/2_I_H.23,2 I H.23,Witness,,35,0,,,1828-03-31,,1828-03-31,1828.0,1828,166
2 I H.24a,faust://document/faustedition/2_I_H.24a,2 I H.24a,Witness,,36,0,,,,,,,,168
2 I H.49,faust://document/faustedition/2_I_H.49,2 I H.49,Witness,,37,0,,,1829-10-01,,1829-10-01,1829.0,1829,198
2 I H.51,faust://document/faustedition/2_I_H.51,2 I H.51,Witness,,38,0,,,1831-09-22,,1831-09-22,1831.0,1831,202
2 I H.52,faust://document/faustedition/2_I_H.52,2 I H.52,Witness,,39,2,,,1831-09-22,,1831-09-22,1831.0,1831,203
2 I H.53,faust://document/faustedition/2_I_H.53,2 I H.53,Witness,,40,4,,,1831-09-22,,1831-09-22,1831.0,1831,204
2 I H.54,faust://document/faustedition/2_I_H.54,2 I H.54,Witness,,41,0,,,1831-09-22,,1831-09-22,1831.0,1831,205
2 I H.55,faust://document/faustedition/2_I_H.55,2 I H.55,Witness,,42,3,,,1831-09-22,,1831-09-22,1831.0,1831,206
2 II H.2:2,faust://document/faustedition/2_II_H.2_2,2 II H.2:2,Witness,,43,0,,,1831-09-22,,1831-09-22,1831.0,1831,214
2 II H.5a,faust://document/faustedition/2_II_H.5a,2 II H.5a,Witness,,44,0,,,1831-09-22,,1831-09-22,1831.0,1831,220
2 II H.6a,faust://document/faustedition/2_II_H.6a,2 II H.6a,Witness,,45,0,,,,,,,,222
2 II H.6b,faust://document/faustedition/2_II_H.6b,2 II H.6b,Witness,,46,0,,,,,,,,223
2 II H.11a,faust://document/faustedition/2_II_H.11a,2 II H.11a,Witness,,47,0,,,,,,,,230
2 II H.13a,faust://document/faustedition/2_II_H.13a,2 II H.13a,Witness,,48,0,,,,,,,,233
2 II H.16,faust://document/faustedition/2_II_H.16,2 II H.16,Witness,,49,0,,,1830-01-18,,1830-01-18,1830.0,1830,236
2 II H.21,faust://document/faustedition/2_II_H.21,2 II H.21,Witness,,50,0,,,1830-06-26,,1830-06-26,1830.0,1830,242
2 II H.26,faust://document/faustedition/2_II_H.26,2 II H.26,Witness,,51,2,,,1830-01-18,,1830-01-18,1830.0,1830,247
2 II H.29,faust://document/faustedition/2_II_H.29,2 II H.29,Witness,,52,0,,,1830-06-26,,1830-06-26,1830.0,1830,251
2 II H.30,faust://document/faustedition/2_II_H.30,2 II H.30,Witness,,53,4,,,1830-06-26,,1830-06-26,1830.0,1830,252
2 II H.31,faust://document/faustedition/2_II_H.31,2 II H.31,Witness,,54,4,,,1830-06-26,,1830-06-26,1830.0,1830,253
2 II H.32,faust://document/faustedition/2_II_H.32,2 II H.32,Witness,,55,0,,,1831-09-22,,1831-09-22,1831.0,1831,255
2 II H.37,faust://document/faustedition/2_II_H.37,2 II H.37,Witness,,56,0,,,1830-06-26,,1830-06-26,1830.0,1830,261
2 II H.40,faust://document/faustedition/2_II_H.40,2 II H.40,Witness,,57,0,,,1830-02-02,,1830-02-02,1830.0,1830,264
2 II H.43,faust://document/faustedition/2_II_H.43,2 II H.43,Witness,,58,0,,,1830-06-26,,1830-06-26,1830.0,1830,267
2 II H.44,faust://document/faustedition/2_II_H.44,2 II H.44,Witness,,59,3,,,1830-06-26,,1830-06-26,1830.0,1830,268
2 II H.50,faust://document/faustedition/2_II_H.50,2 II H.50,Witness,,60,0,,,1830-06-26,,1830-06-26,1830.0,1830,275
2 II H.59,faust://document/faustedition/2_II_H.59,2 II H.59,Witness,,61,0,,,1830-06-26,,1830-06-26,1830.0,1830,284
2 II H.68,faust://document/faustedition/2_II_H.68,2 II H.68,Witness,,62,0,,,1830-03-27,1830-12-10,1830-03-27,1830.0,1830,293
2 II H.72,faust://document/faustedition/2_II_H.72,2 II H.72,Witness,,63,2,,,1831-02-26,,1831-02-26,1831.0,1831,297
2 III H.4,faust://document/faustedition/2_III_H.4,2 III H.4,Witness,,64,0,,,1826-06-10,1826-12-11,1826-06-10,1826.0,1826,313
2 III H.12a,faust://document/faustedition/2_III_H.12a,2 III H.12a,Witness,,65,0,,,,,,,,331
2 III H.45a,faust://document/faustedition/2_III_H.45a,2 III H.45a,Witness,,66,0,,,,,,,,375
2 III H.45b,faust://document/faustedition/2_III_H.45b,2 III H.45b,Witness,,67,0,,,,,,,,376
2 III H.46a,faust://document/faustedition/2_III_H.46a,2 III H.46a,Witness,,68,0,,,,,,,,378
2 III H.46b,faust://document/faustedition/2_III_H.46b,2 III H.46b,Witness,,69,0,,,1826-04-01,1826-10-11,1826-04-01,1826.0,1826,379
2 III H.48,faust://document/faustedition/2_III_H.48,2 III H.48,Witness,,70,0,,,1826-05-19,,1826-05-19,1826.0,1826,381
2 III H.50,faust://document/faustedition/2_III_H.50,2 III H.50,Witness,,71,0,,,1826-05-19,,1826-05-19,1826.0,1826,387
2 III H.60,faust://document/faustedition/2_III_H.60,2 III H.60,Witness,,72,0,,,1826-05-02,1826-06-14,1826-05-02,1826.0,1826,409
2 III H.61,faust://document/faustedition/2_III_H.61,2 III H.61,Witness,,73,3,,,1826-05-19,,1826-05-19,1826.0,1826,410
2 III H.64e,faust://document/faustedition/2_III_H.64e,2 III H.64e,Witness,,74,0,,,,,,,,418
2 III H.66,faust://document/faustedition/2_III_H.66,2 III H.66,Witness,,75,0,,,1824-10-10,,1824-10-10,1824.0,1824,420
2 III H.68,faust://document/faustedition/2_III_H.68,2 III H.68,Witness,,76,0,,,1826-05-19,,1826-05-19,1826.0,1826,423
2 III H.69,faust://document/faustedition/2_III_H.69,2 III H.69,Witness,,77,4,,,1826-05-19,,1826-05-19,1826.0,1826,424
2 III H.76,faust://document/faustedition/2_III_H.76,2 III H.76,Witness,,78,0,,,1824-04-14,,1824-04-14,1824.0,1824,434
2 III H.81,faust://document/faustedition/2_III_H.81,2 III H.81,Witness,,79,0,,,1824-04-14,,1824-04-14,1824.0,1824,440
2 III H.81a,faust://document/faustedition/2_III_H.81a,2 III H.81a,Witness,,80,5,,,1826-05-19,,1826-05-19,1826.0,1826,441
2 III H.81b*,faust://document/faustedition/2_III_H.81b_,2 III H.81b*,Witness,,81,0,,,,,,,,442
2 IV H.4,faust://document/faustedition/2_IV_H.4,2 IV H.4,Witness,,82,0,,,1831-09-22,,1831-09-22,1831.0,1831,446
2 IV H.7b,faust://document/faustedition/2_IV_H.7b,2 IV H.7b,Witness,,83,0,,,,,,,,452
2 IV H.9,faust://document/faustedition/2_IV_H.9,2 IV H.9,Witness,,84,0,,,1831-09-22,,1831-09-22,1831.0,1831,454
2 IV H.11,faust://document/faustedition/2_IV_H.11,2 IV H.11,Witness,,85,4,,,1831-09-22,,1831-09-22,1831.0,1831,456
2 IV H.12,faust://document/faustedition/2_IV_H.12,2 IV H.12,Witness,,86,0,,,1831-07-23,,1831-07-23,1831.0,1831,457
2 IV H.13b,faust://document/faustedition/2_IV_H.13b,2 IV H.13b,Witness,,87,0,,,,,,,,460
2 IV H.14,faust://document/faustedition/2_IV_H.14,2 IV H.14,Witness,,88,0,,,1831-09-22,,1831-09-22,1831.0,1831,461
2 IV H.15,faust://document/faustedition/2_IV_H.15,2 IV H.15,Witness,,89,6,,,1831-09-22,,1831-09-22,1831.0,1831,462
2 IV H.17,faust://document/faustedition/2_IV_H.17,2 IV H.17,Witness,,90,0,,,1831-07-01,,1831-07-01,1831.0,1831,464
2 IV H.19,faust://document/faustedition/2_IV_H.19,2 IV H.19,Witness,,91,0,,,,,,,,466
2 IV H.22a,faust://document/faustedition/2_IV_H.22a,2 IV H.22a,Witness,,92,0,,,1831-09-22,,1831-09-22,1831.0,1831,471
2 IV H.22c,faust://document/faustedition/2_IV_H.22c,2 IV H.22c,Witness,,93,3,,,1831-09-22,,1831-09-22,1831.0,1831,473
2 V H.0d,faust://document/faustedition/2_V_H.0d,2 V H.0d,Witness,,94,0,,,,,,,,481
2 V H.0e,faust://document/faustedition/2_V_H.0e,2 V H.0e,Witness,,95,0,,,,,,,,482
2 V H.14a*,faust://document/faustedition/2_V_H.14a_,2 V H.14a*,Witness,,96,0,,,,,,,,500
2 V H.35a*,faust://document/faustedition/2_V_H.35a_,2 V H.35a*,Witness,,97,0,,,,,,,,527
2 V H.36,faust://document/faustedition/2_V_H.36,2 V H.36,Witness,,98,0,,,1830-12-18,,1830-12-18,1830.0,1830,528
2 V H.37d,faust://document/faustedition/2_V_H.37d,2 V H.37d,Witness,,99,0,,,,,,,,533
H P9a,faust://document/faustedition/H_P9a,H P9a,Witness,,100,0,,,,,,,,546
H P22,faust://document/faustedition/H_P22,H P22,Witness,,101,0,,,,,,,,553
H P42,faust://document/faustedition/H_P42,H P42,Witness,,102,0,,,,,,,,561
H P68 Var,faust://document/faustedition/H_P68_Var,H P68 Var,Witness,,103,0,,,1798-05-06,,1798-05-06,1798.0,1798,569
H P82a,faust://document/faustedition/H_P82a,H P82a,Witness,,104,0,,,,,,,,575
H P123.3,faust://document/faustedition/H_P123.3,H P123.3,Witness,,105,0,,,,,,,,596
H P123.4,faust://document/faustedition/H_P123.4,H P123.4,Witness,,106,0,,,,,,,,597
H P123.6,faust://document/faustedition/H_P123.6,H P123.6,Witness,,107,0,,,,,,,,599
H P123.7,faust://document/faustedition/H_P123.7,H P123.7,Witness,,108,0,,,,,,,,600
H P123.8,faust://document/faustedition/H_P123.8,H P123.8,Witness,,109,0,,,,,,,,601
H P123.9,faust://document/faustedition/H_P123.9,H P123.9,Witness,,110,0,,,,,,,,602
H P148,faust://document/faustedition/H_P148,H P148,Witness,,111,0,,,,,,,,608
H P156a*,faust://document/faustedition/H_P156a_,H P156a*,Witness,,112,0,,,,,,,,610
H P167,faust://document/faustedition/H_P167,H P167,Witness,,113,0,,,,,,,,619
H P174,faust://document/faustedition/H_P174,H P174,Witness,,114,0,,,,,,,,621
H P176,faust://document/faustedition/H_P176,H P176,Witness,,115,0,,,,,,,,622
H P176 Var,faust://document/faustedition/H_P176_Var,H P176 Var,Witness,,116,0,,,,,,,,623
H P179,faust://document/faustedition/H_P179,H P179,Witness,,117,0,,,,,,,,625
H P190b,faust://document/faustedition/H_P190b,H P190b,Witness,,118,0,,,,,,,,633
H P204,faust://document/faustedition/H_P204,H P204,Witness,,119,0,,,1830-06-02,,1830-06-02,1830.0,1830,638
2 II H.48,faust://document/faustedition/2_II_H.48,2 II H.48,Witness,,120,2,,,1830-06-02,1830-06-02,1830-06-02,1830.0,1830,273
D.4alpha,faust://document/faustedition/D.4alpha,D.4alpha,Witness,,121,0,,,,,,,,655
"gsa_1: GSA_25_XIX,4","faust://document/gsa_1/GSA_25_XIX,4","gsa_1: GSA_25_XIX,4",UnknownRef,,122,0,,,1829-08-30,,1829-08-30,1829.0,1829,659
bohnenkamp: H_P179.1,faust://document/bohnenkamp/H_P179.1,bohnenkamp: H_P179.1,UnknownRef,,123,0,,,,,,,,666
bohnenkamp: H_P182,faust://document/bohnenkamp/H_P182,bohnenkamp: H_P182,UnknownRef,,124,0,,,1831-09-22,,1831-09-22,1831.0,1831,665
H P167 i_r_u,faust://inscription/faustedition/H_P167/i_r_u,H P167 i_r_u,Inscription,H P167,125,0,,,1825-04-06,,1825-04-06,1825.0,1825,673
H P65 i_uebrige,faust://inscription/faustedition/H_P65/i_uebrige,H P65 i_uebrige,Inscription,H P65,126,0,,,1798-05-06,,1798-05-06,1798.0,1798,675
J.3-1,faust://document/faustedition/J.3-1,J.3-1,Witness,,127,0,,,,,,,,681
J.3-2,faust://document/faustedition/J.3-2,J.3-2,Witness,,128,0,,,,,,,,682
bohnenkamp: P10,faust://document/bohnenkamp/P10,bohnenkamp: P10,UnknownRef,,129,0,,,,,,,,683
fischer_lamberg: P170a,faust://document/fischer_lamberg/P170a,fischer_lamberg: P170a,UnknownRef,,130,0,,,,,,,,685
wa: P179.1,faust://document/wa/P179.1,wa: P179.1,UnknownRef,,131,0,,,,,,,,689
wa: P179.2,faust://document/wa/P179.2,wa: P179.2,UnknownRef,,132,0,,,,,,,,692
wa: P179.3,faust://document/wa/P179.3,wa: P179.3,UnknownRef,,133,0,,,,,,,,691
wa: P191Var,faust://document/wa/P191Var,wa: P191Var,UnknownRef,,134,0,,,,,,,,690
wa: P179.2 i_2_r,faust://inscription/wa/P179.2/i_2_r,wa: P179.2 i_2_r,Inscription,wa: P179.2,135,2,,,,,,,,695
R 2,faust://document/faustedition/R_2,R 2,Witness,,136,0,,,,,,,,699
R 3,faust://document/faustedition/R_3,R 3,Witness,,137,0,,,,,,,,700
T 0 H,faust://document/faustedition/T_0_H,T 0 H,Witness,,138,0,,,,,,,,702
T 3 H.2,faust://document/faustedition/T_3_H.2,T 3 H.2,Witness,,139,0,,,,,,,,707
T 3 H.3,faust://document/faustedition/T_3_H.3,T 3 H.3,Witness,,140,0,,,,,,,,708
T 6 H.1,faust://document/faustedition/T_6_H.1,T 6 H.1,Witness,,141,0,,,,,,,,714
T 6 H.2,faust://document/faustedition/T_6_H.2,T 6 H.2,Witness,,142,0,,,,,,,,715
Testhandschrift,faust://document/faustedition/Testhandschrift,Testhandschrift,Witness,,143,0,,,,,,,,716
H P6,faust://document/faustedition/H_P6,H P6,Witness,,144,5,1773-06-09,1773-06-09,1775-11-08,1775-11-08,1774-08-24,1774.0,1773 … 1775,543
1 H.7,faust://document/faustedition/1_H.7,1 H.7,Witness,,145,4,1775-11-06,1775-11-06,1788-08-25,1788-08-25,1782-04-01,1782.0,1775 … 1788,10
1 H.5,faust://document/faustedition/1_H.5,1 H.5,Witness,,146,7,1775-12-31,1775-12-31,1777-01-01,1777-01-01,1776-07-01,1776.0,1776,8
J.1,faust://document/faustedition/J.1,J.1,Witness,,147,13,1781-12-31,1781-12-31,1783-01-01,1783-01-01,1782-07-02,1782.0,1782,679
1 H.11,faust://document/faustedition/1_H.11,1 H.11,Witness,,148,16,1786-05-31,1786-05-31,1787-03-01,1787-03-01,1786-10-15,1786.0,1786 … 1787,14
H P22 i_uebrige,faust://inscription/faustedition/H_P22/i_uebrige,H P22 i_uebrige,Inscription,H P22,149,20,1787-12-31,1787-12-31,1789-01-01,1789-01-01,1788-07-01,1788.0,1788,676
H P13,faust://document/faustedition/H_P13,H P13,Witness,,150,21,1788-04-30,1788-04-30,1789-10-01,1789-10-01,1789-01-14,1789.0,1788 … 1789,549
H P65,faust://document/faustedition/H_P65,H P65,Witness,,151,31,1789-12-31,1789-12-31,1794-01-01,1794-01-01,1792-01-01,1792.0,1790 … 1793,566
S,faust://document/faustedition/S,S,Witness,,152,31,1790-03-31,1790-03-31,1790-07-01,1790-07-01,1790-05-16,1790.0,1790,701
1 H.13,faust://document/faustedition/1_H.13,1 H.13,Witness,,153,38,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,16
2 II H.5 i_r,faust://inscription/faustedition/2_II_H.5/i_r,2 II H.5 i_r,Inscription,2 II H.5,154,39,1797-06-23,1797-06-23,1800-11-09,1800-11-09,1799-03-02,1799.0,1797 … 1800,43
2 V H.15a i_r_gt,faust://inscription/faustedition/2_V_H.15a/i_r_gt,2 V H.15a i_r_gt,Inscription,2 V H.15a,155,38,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,56
2 II H.5 i_v,faust://inscription/faustedition/2_II_H.5/i_v,2 II H.5 i_v,Inscription,2 II H.5,156,38,1797-06-23,1797-06-23,1800-11-09,1800-11-09,1799-03-02,1799.0,1797 … 1800,76
2 II H.5,faust://document/faustedition/2_II_H.5,2 II H.5,Witness,,157,38,1797-06-23,1797-06-23,1800-11-09,1800-11-09,1799-03-02,1799.0,1797 … 1800,219
H P8,faust://document/faustedition/H_P8,H P8,Witness,,158,38,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,544
H P9,faust://document/faustedition/H_P9,H P9,Witness,,159,38,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,545
H P14,faust://document/faustedition/H_P14,H P14,Witness,,160,38,1797-06-23,1797-06-23,1801-04-08,1801-04-08,1799-05-16,1799.0,1797 … 1801,550
H P26,faust://document/faustedition/H_P26,H P26,Witness,,161,38,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,555
H P50,faust://document/faustedition/H_P50,H P50,Witness,,162,39,1797-06-23,1797-06-23,1800-11-09,1800-11-09,1799-03-02,1799.0,1797 … 1800,563
H P67,faust://document/faustedition/H_P67,H P67,Witness,,163,38,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,567
H P68,faust://document/faustedition/H_P68,H P68,Witness,,164,40,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,568
H P69,faust://document/faustedition/H_P69,H P69,Witness,,165,39,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,570
H P75,faust://document/faustedition/H_P75,H P75,Witness,,166,38,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,571
H P81,faust://document/faustedition/H_P81,H P81,Witness,,167,38,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,573
H P96,faust://document/faustedition/H_P96,H P96,Witness,,168,38,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,579
H P97,faust://document/faustedition/H_P97,H P97,Witness,,169,39,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,580
bohnenkamp: H_P9a,faust://document/bohnenkamp/H_P9a,bohnenkamp: H_P9a,UnknownRef,,170,39,1797-06-23,,,,1797-06-23,1797.0,1797,667
H P22 i_2_o,faust://inscription/faustedition/H_P22/i_2_o,H P22 i_2_o,Inscription,H P22,171,40,1797-06-23,,,,1797-06-23,1797.0,1797,669
H P22 i_2_u,faust://inscription/faustedition/H_P22/i_2_u,H P22 i_2_u,Inscription,H P22,172,41,1797-06-23,,,,1797-06-23,1797.0,1797,670
H P65 i_4_r,faust://inscription/faustedition/H_P65/i_4_r,H P65 i_4_r,Inscription,H P65,173,40,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,671
1 H.4,faust://document/faustedition/1_H.4,1 H.4,Witness,,174,41,1797-06-23,1795-09-30,1797-06-25,1797-06-25,1797-06-24,1797.0,1797,7
H P20,faust://document/faustedition/H_P20,H P20,Witness,,175,41,1797-06-23,1797-06-23,1797-06-25,1798-05-06,1797-06-24,1797.0,1797,552
H P82,faust://document/faustedition/H_P82,H P82,Witness,,176,46,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,574
H P121a,faust://document/faustedition/H_P121a,H P121a,Witness,,177,45,1797-08-31,1797-08-31,1797-10-01,1797-10-01,1797-09-15,1797.0,1797,593
H P98,faust://document/faustedition/H_P98,H P98,Witness,,178,50,1797-10-31,1797-10-31,1798-04-01,1798-04-01,1798-01-15,1798.0,1797 … 1798,581
H P22 i_1_o,faust://inscription/faustedition/H_P22/i_1_o,H P22 i_1_o,Inscription,H P22,179,51,1797-12-31,1797-12-31,1798-01-01,1798-01-01,1797-12-31,1797.0,1798 … 1797,668
2 V H.15a,faust://document/faustedition/2_V_H.15a,2 V H.15a,Witness,,180,53,1798-02-28,1798-02-28,1798-05-06,1798-05-06,1798-04-02,1798.0,1798,502
H P91,faust://document/faustedition/H_P91,H P91,Witness,,181,54,1798-02-28,1798-02-28,1798-05-06,1798-05-06,1798-04-02,1798.0,1798,577
H P11,faust://document/faustedition/H_P11,H P11,Witness,,182,56,1798-04-30,1798-04-30,1801-05-01,1801-05-01,1799-10-30,1799.0,1798 … 1801,547
H P12,faust://document/faustedition/H_P12,H P12,Witness,,183,55,1798-04-30,1798-04-30,1801-05-01,1801-05-01,1799-10-30,1799.0,1798 … 1801,548
H P15,faust://document/faustedition/H_P15,H P15,Witness,,184,55,1798-04-30,1798-04-30,1801-05-01,1801-05-01,1799-10-30,1799.0,1798 … 1801,551
1 H.10 i_uebrige,faust://inscription/faustedition/1_H.10/i_uebrige,1 H.10 i_uebrige,Inscription,1 H.10,185,58,1798-05-04,1798-05-04,1798-05-06,1798-05-06,1798-05-05,1798.0,1798,1
1 H.10,faust://document/faustedition/1_H.10,1 H.10,Witness,,186,58,1798-05-04,1798-05-04,1798-05-06,1798-05-06,1798-05-05,1798.0,1798,13
H P4,faust://document/faustedition/H_P4,H P4,Witness,,187,78,1798-07-31,1798-07-31,1798-09-16,1798-09-16,1798-08-23,1798.0,1798,541
1 H.3,faust://document/faustedition/1_H.3,1 H.3,Witness,,188,79,1798-08-14,1798-08-14,1798-09-16,1798-09-16,1798-08-30,1798.0,1798,6
H P3,faust://document/faustedition/H_P3,H P3,Witness,,189,80,1798-08-14,1798-08-14,1798-09-16,1798-09-16,1798-08-30,1798.0,1798,540
H P5,faust://document/faustedition/H_P5,H P5,Witness,,190,79,1798-08-14,1798-08-14,1798-09-16,1798-09-16,1798-08-30,1798.0,1798,542
1 H.9,faust://document/faustedition/1_H.9,1 H.9,Witness,,191,85,1799-06-20,1799-06-20,1799-11-05,1799-11-05,1799-08-28,1799.0,1799,12
2 III H.9,faust://document/faustedition/2_III_H.9,2 III H.9,Witness,,192,87,1799-06-30,1799-06-30,1800-01-02,1800-01-02,1799-10-01,1799.0,1799 … 1800,326
2 III H.10,faust://document/faustedition/2_III_H.10,2 III H.10,Witness,,193,87,1799-06-30,1799-06-30,1800-01-02,1800-01-02,1799-10-01,1799.0,1799 … 1800,328
H P25,faust://document/faustedition/H_P25,H P25,Witness,,194,86,1799-06-30,1799-06-30,1801-04-08,1801-04-08,1800-05-19,1800.0,1799 … 1801,554
H P1,faust://document/faustedition/H_P1,H P1,Witness,,195,99,1800-04-12,1800-04-12,1801-04-08,1801-04-08,1800-10-09,1800.0,1800 … 1801,539
H P84 ,faust://document/faustedition/H_P84,H P84 ,Witness,,196,94,1800-04-12,1800-04-12,1800-04-14,1800-04-14,1800-04-13,1800.0,1800,576
bohnenkamp: P10 i_3_u,faust://inscription/bohnenkamp/P10/i_3_u,bohnenkamp: P10 i_3_u,Inscription,bohnenkamp: P10,197,94,1800-04-12,1800-04-12,1800-11-09,1800-11-09,1800-07-26,1800.0,1800,684
R 1,faust://document/faustedition/R_1,R 1,Witness,,198,94,1800-04-12,1800-04-12,1800-11-09,1800-11-09,1800-07-26,1800.0,1800,698
H P27,faust://document/faustedition/H_P27,H P27,Witness,,199,100,1800-11-01,1800-11-01,1800-11-09,1800-11-09,1800-11-05,1800.0,1800,556
