,uri,label,kind,inscription_of,position,start_pos,end_pos,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
2 I H.27,faust://document/faustedition/2_I_H.27,2 I H.27,Witness,,519,1037,1038,950,1827-11-04,,,,1827-11-04,1827.0,1827,175
2 I H.24b,faust://document/faustedition/2_I_H.24b,2 I H.24b,Witness,,520,1039,1040,947,1827-11-06,1827-11-06,1827-12-17,1828-01-01,1827-11-26,1827.0,1827,171
2 I H.24c,faust://document/faustedition/2_I_H.24c,2 I H.24c,Witness,,521,1041,1042,951,1827-11-06,,1832-06-06,,1830-02-20,1830.0,1827 … 1832,172
2 II H.3,faust://document/faustedition/2_II_H.3,2 II H.3,Witness,,522,1043,1044,948,1827-11-08,1827-11-08,1827-11-18,1827-11-18,1827-11-13,1827.0,1827,219
2 I H.3,faust://document/faustedition/2_I_H.3,2 I H.3,Witness,,523,1045,1046,961,1827-12-05,1827-12-05,1828-06-04,1828-06-04,1828-03-05,1828.0,1827 … 1828,125
2 I H.4,faust://document/faustedition/2_I_H.4,2 I H.4,Witness,,524,1047,1048,961,1827-12-05,1827-12-05,1828-01-01,1828-06-04,1827-12-18,1827.0,1827,126
2 I H.34,faust://document/faustedition/2_I_H.34,2 I H.34,Witness,,525,1049,1050,962,1827-12-07,1827-12-07,1828-01-01,1828-06-06,1827-12-19,1827.0,1827,182
2 I H.30,faust://document/faustedition/2_I_H.30,2 I H.30,Witness,,526,1051,1052,964,1827-12-07,,1828-01-01,,1827-12-19,1827.0,1827,178
2 I H.38,faust://document/faustedition/2_I_H.38,2 I H.38,Witness,,527,1053,1054,962,1827-12-07,1827-12-07,1828-01-01,1828-01-01,1827-12-19,1827.0,1827,187
2 I H.39,faust://document/faustedition/2_I_H.39,2 I H.39,Witness,,528,1055,1056,962,1827-12-07,1827-12-07,1828-01-01,1828-01-01,1827-12-19,1827.0,1827,188
2 I H.40,faust://document/faustedition/2_I_H.40,2 I H.40,Witness,,529,1057,1058,962,1827-12-07,1827-12-07,1827-12-26,1828-01-01,1827-12-16,1827.0,1827,189
2 I H.36,faust://document/faustedition/2_I_H.36,2 I H.36,Witness,,530,1059,1060,964,1827-12-07,1827-12-07,1827-12-26,1828-01-01,1827-12-16,1827.0,1827,185
2 I H.41,faust://document/faustedition/2_I_H.41,2 I H.41,Witness,,531,1061,1062,962,1827-12-07,1827-12-07,1828-01-01,1828-01-01,1827-12-19,1827.0,1827,190
2 I H.43,faust://document/faustedition/2_I_H.43,2 I H.43,Witness,,532,1063,1064,964,1827-12-07,,1832-06-06,,1830-03-07,1830.0,1827 … 1832,193
2 I H.43a,faust://document/faustedition/2_I_H.43a,2 I H.43a,Witness,,533,1065,1066,966,1827-12-07,,1832-06-06,,1830-03-07,1830.0,1827 … 1832,194
2 I H.6,faust://document/faustedition/2_I_H.6,2 I H.6,Witness,,534,1067,1068,962,1827-12-07,1827-12-07,1828-01-01,1828-01-01,1827-12-19,1827.0,1827,128
2 I H.7,faust://document/faustedition/2_I_H.7,2 I H.7,Witness,,535,1069,1070,962,1827-12-07,1827-12-07,1828-06-06,1828-06-06,1828-03-07,1828.0,1827 … 1828,130
2 I H.9,faust://document/faustedition/2_I_H.9,2 I H.9,Witness,,536,1071,1072,964,1827-12-07,1827-12-07,1827-12-09,1827-12-09,1827-12-08,1827.0,1827,133
2 I H.9a,faust://document/faustedition/2_I_H.9a,2 I H.9a,Witness,,537,1073,1074,966,1827-12-07,1827-12-07,1827-12-09,1827-12-09,1827-12-08,1827.0,1827,134
2 I H.9b,faust://document/faustedition/2_I_H.9b,2 I H.9b,Witness,,538,1075,1076,968,1827-12-07,,1827-12-26,,1827-12-16,1827.0,1827,135
2 I H.42,faust://document/faustedition/2_I_H.42,2 I H.42,Witness,,539,1077,1078,979,1827-12-12,1827-12-12,1827-12-26,1827-12-26,1827-12-19,1827.0,1827,192
wa: 2_I_H.alpha,faust://document/wa/2_I_H.alpha,wa: 2_I_H.alpha,UnknownRef,,540,1079,1080,983,1827-12-12,,1828-01-01,,1827-12-22,1827.0,1827,112
2 I H.29,faust://document/faustedition/2_I_H.29,2 I H.29,Witness,,541,1081,1082,976,1827-12-15,1827-12-15,1828-01-01,1828-01-23,1827-12-23,1827.0,1827,177
2 I H.28,faust://document/faustedition/2_I_H.28,2 I H.28,Witness,,542,1083,1084,978,1827-12-15,,1832-06-06,,1830-03-11,1830.0,1827 … 1832,176
2 I H.31,faust://document/faustedition/2_I_H.31,2 I H.31,Witness,,543,1085,1086,978,1827-12-15,,1828-01-01,,1827-12-23,1827.0,1827,179
2 I H.32,faust://document/faustedition/2_I_H.32,2 I H.32,Witness,,544,1087,1088,998,1827-12-15,,1828-01-01,,1827-12-23,1827.0,1827,180
2 I H.41a,faust://document/faustedition/2_I_H.41a,2 I H.41a,Witness,,545,1089,1090,1000,1827-12-15,,1832-06-06,,1830-03-11,1830.0,1827 … 1832,191
2 I H.32 i_uebrige,faust://inscription/faustedition/2_I_H.32/i_uebrige,2 I H.32 i_uebrige,Inscription,2 I H.32,546,1091,1092,988,1827-12-15,1827-12-11,1828-01-01,1828-01-01,1827-12-23,1827.0,1827,69
H P106 i_v,faust://inscription/faustedition/H_P106/i_v,H P106 i_v,Inscription,H P106,547,1093,1094,976,1827-12-15,1827-12-15,1827-12-17,1827-12-17,1827-12-16,1827.0,1827,691
H P105,faust://document/faustedition/H_P105,H P105,Witness,,548,1095,1096,980,1827-12-15,1827-11-06,1827-12-17,1828-05-06,1827-12-16,1827.0,1827,600
H P106,faust://document/faustedition/H_P106,H P106,Witness,,549,1097,1098,982,1827-12-15,1827-12-15,1827-12-17,1827-12-17,1827-12-16,1827.0,1827,601
2 I H.19 i_4,faust://inscription/faustedition/2_I_H.19/i_4,2 I H.19 i_4,Inscription,2 I H.19,550,1099,1100,986,1827-12-19,1827-12-19,1828-01-01,1828-01-01,1827-12-25,1827.0,1827,41
2 I H.34a,faust://document/faustedition/2_I_H.34a,2 I H.34a,Witness,,551,1101,1102,987,1827-12-21,1827-12-21,1828-06-20,1828-06-20,1828-03-21,1828.0,1827 … 1828,183
2 I H.37,faust://document/faustedition/2_I_H.37,2 I H.37,Witness,,552,1103,1104,1013,1827-12-21,1827-12-21,1828-01-01,1828-01-01,1827-12-26,1827.0,1827,186
2 I H.35,faust://document/faustedition/2_I_H.35,2 I H.35,Witness,,553,1105,1106,1017,1827-12-21,1827-12-21,1828-01-01,1828-01-01,1827-12-26,1827.0,1827,184
2 I H.45,faust://document/faustedition/2_I_H.45,2 I H.45,Witness,,554,1107,1108,987,1827-12-21,1827-12-21,1828-01-01,1828-01-01,1827-12-26,1827.0,1827,196
2 I H.44,faust://document/faustedition/2_I_H.44,2 I H.44,Witness,,555,1109,1110,989,1827-12-21,,1832-06-06,,1830-03-14,1830.0,1827 … 1832,195
2 I H.32 i_7_v,faust://inscription/faustedition/2_I_H.32/i_7_v,2 I H.32 i_7_v,Inscription,2 I H.32,556,1111,1112,987,1827-12-21,1827-12-21,1827-12-23,1827-12-23,1827-12-22,1827.0,1827,42
2 I H.43 i_uebrige,faust://inscription/faustedition/2_I_H.43/i_uebrige,2 I H.43 i_uebrige,Inscription,2 I H.43,557,1113,1114,987,1827-12-21,1827-12-21,1827-12-23,1827-12-23,1827-12-22,1827.0,1827,71
2 I H.33,faust://document/faustedition/2_I_H.33,2 I H.33,Witness,,558,1115,1116,988,1827-12-22,1827-12-22,1828-01-01,1828-01-01,1827-12-27,1827.0,1827,181
2 I H.9c*,faust://document/faustedition/2_I_H.9c_,2 I H.9c*,Witness,,559,1117,1118,996,1827-12-24,1827-12-24,1827-12-26,1827-12-26,1827-12-25,1827.0,1827,136
2 I H.9m,faust://document/faustedition/2_I_H.9m,2 I H.9m,Witness,,560,1119,1120,994,1827-12-24,1827-12-24,1827-12-26,1827-12-26,1827-12-25,1827.0,1827,145
2 I H.9n*,faust://document/faustedition/2_I_H.9n_,2 I H.9n*,Witness,,561,1121,1122,996,1827-12-24,1827-12-24,1827-12-26,1827-12-26,1827-12-25,1827.0,1827,146
2 I H.9o*,faust://document/faustedition/2_I_H.9o_,2 I H.9o*,Witness,,562,1123,1124,994,1827-12-24,1827-12-24,1827-12-26,1827-12-26,1827-12-25,1827.0,1827,147
2 I H.9p*,faust://document/faustedition/2_I_H.9p_,2 I H.9p*,Witness,,563,1125,1126,996,1827-12-24,1827-12-24,1827-12-26,1827-12-26,1827-12-25,1827.0,1827,148
2 I H.9d,faust://document/faustedition/2_I_H.9d,2 I H.9d,Witness,,564,1127,1128,1014,1827-12-27,1827-12-27,1827-12-29,1827-12-29,1827-12-28,1827.0,1827,137
H P107,faust://document/faustedition/H_P107,H P107,Witness,,565,1129,1130,1059,1828-01-07,1828-01-07,1828-02-01,1828-02-01,1828-01-19,1828.0,1828,602
2 I H.46,faust://document/faustedition/2_I_H.46,2 I H.46,Witness,,566,1131,1132,1064,1828-01-31,1828-01-31,1829-12-28,1829-12-28,1829-01-13,1829.0,1828 … 1829,197
C.1 12,faust://document/faustedition/C.1_12,C.1 12,Witness,,567,1133,1134,1089,1828-03-31,1828-03-31,1828-06-01,1828-06-01,1828-05-01,1828.0,1828,659
C.3 4,faust://document/faustedition/C.3_4,C.3 4,Witness,,568,1135,1136,1089,1828-03-31,1828-03-31,1828-06-01,1828-06-01,1828-05-01,1828.0,1828,664
H P179a,faust://document/faustedition/H_P179a,H P179a,Witness,,569,1137,1138,1094,1828-04-17,1828-04-17,1828-10-16,1828-10-16,1828-07-17,1828.0,1828,639
H P180,faust://document/faustedition/H_P180,H P180,Witness,,570,1139,1140,1096,1828-04-17,,1831-05-17,,1829-10-31,1829.0,1828 … 1831,640
wa: P179.1 i_1_r,faust://inscription/wa/P179.1/i_1_r,wa: P179.1 i_1_r,Inscription,wa: P179.1,571,1141,1142,1096,1828-04-17,,,,1828-04-17,1828.0,1828,707
wa: P179.3 i_1_v,faust://inscription/wa/P179.3/i_1_v,wa: P179.3 i_1_v,Inscription,wa: P179.3,572,1143,1144,1096,1828-04-17,,,,1828-04-17,1828.0,1828,708
C.2α 4,faust://document/faustedition/C.2alpha_4,C.2α 4,Witness,,573,1145,1146,1096,1828-05-16,1828-05-16,1829-01-01,1829-01-01,1828-09-08,1828.0,1828,661
2 III H.69a,faust://document/faustedition/2_III_H.69a,2 III H.69a,Witness,,574,1147,1148,1111,1828-07-01,1828-07-01,1828-07-03,1828-07-03,1828-07-02,1828.0,1828,433
2 II H.14,faust://document/faustedition/2_II_H.14,2 II H.14,Witness,,575,1149,1150,1123,1829-01-20,1829-01-20,1829-07-21,1829-07-21,1829-04-21,1829.0,1829,237
2 II H.8:2,faust://document/faustedition/2_II_H.8_2,2 II H.8:2,Witness,,576,1151,1152,1125,1829-01-20,,1830-01-18,,1829-07-20,1829.0,1829 … 1830,229
C.3 12,faust://document/faustedition/C.3_12,C.3 12,Witness,,577,1153,1154,1125,1829-02-28,1829-02-28,1829-11-01,1829-11-01,1829-07-01,1829.0,1829,662
gsa_2: GSA_25_W_1806,faust://document/gsa_2/GSA_25_W_1806,gsa_2: GSA_25_W_1806,UnknownRef,,578,1155,1156,1128,1829-03-01,1829-03-01,1829-08-30,1829-08-30,1829-05-31,1829.0,1829,677
2 I H.58,faust://document/faustedition/2_I_H.58,2 I H.58,Witness,,579,1157,1158,1135,1829-08-19,1829-08-19,1829-09-01,1829-09-01,1829-08-25,1829.0,1829,211
2 I H.57,faust://document/faustedition/2_I_H.57,2 I H.57,Witness,,580,1159,1160,1136,1829-08-27,1829-08-27,1830-01-18,1830-02-25,1829-11-07,1829.0,1829 … 1830,210
2 II H.4a*,faust://document/faustedition/2_II_H.4a_,2 II H.4a*,Witness,,581,1161,1162,1146,1829-09-01,1829-09-01,1830-03-02,1830-03-02,1829-12-01,1829.0,1829 … 1830,221
2 I H.50a,faust://document/faustedition/2_I_H.50a,2 I H.50a,Witness,,582,1163,1164,1147,1829-09-02,1829-09-02,1830-03-03,1830-03-03,1829-12-02,1829.0,1829 … 1830,202
2 I H.50b,faust://document/faustedition/2_I_H.50b,2 I H.50b,Witness,,583,1165,1166,1147,1829-09-02,1829-09-02,1829-12-01,1829-12-01,1829-10-17,1829.0,1829,203
2 I H.50,faust://document/faustedition/2_I_H.50,2 I H.50,Witness,,584,1167,1168,1151,1829-09-02,,,,1829-09-02,1829.0,1829,201
2 I H.48,faust://document/faustedition/2_I_H.48,2 I H.48,Witness,,585,1169,1170,1150,1829-09-04,1829-09-04,1829-10-01,1829-10-01,1829-09-17,1829.0,1829,199
2 I H.47,faust://document/faustedition/2_I_H.47,2 I H.47,Witness,,586,1171,1172,1154,1829-09-04,1829-09-02,1830-03-03,1830-03-03,1829-12-03,1829.0,1829 … 1830,198
2 I H.60,faust://document/faustedition/2_I_H.60,2 I H.60,Witness,,587,1173,1174,1152,1829-09-04,1829-08-29,1830-01-18,1830-02-27,1829-11-11,1829.0,1829 … 1830,213
H P149,faust://document/faustedition/H_P149,H P149,Witness,,588,1175,1176,1154,1829-10-16,1829-10-16,1829-10-18,1829-10-18,1829-10-17,1829.0,1829,622
2 II H.16a,faust://document/faustedition/2_II_H.16a,2 II H.16a,Witness,,589,1177,1178,1161,1829-11-27,1829-11-27,1829-12-02,1829-12-02,1829-11-29,1829.0,1829,240
2 II H.9,faust://document/faustedition/2_II_H.9,2 II H.9,Witness,,590,1179,1180,1161,1829-11-27,1829-11-27,1829-12-02,1829-12-02,1829-11-29,1829.0,1829,230
2 II H.10,faust://document/faustedition/2_II_H.10,2 II H.10,Witness,,591,1181,1182,1164,1829-11-30,1829-11-30,1830-01-18,1830-05-31,1829-12-24,1829.0,1829 … 1830,231
2 II H.11,faust://document/faustedition/2_II_H.11,2 II H.11,Witness,,592,1183,1184,1170,1829-11-30,1829-11-30,1830-01-18,1830-05-31,1829-12-24,1829.0,1829 … 1830,232
2 II H.6,faust://document/faustedition/2_II_H.6,2 II H.6,Witness,,593,1185,1186,1162,1829-11-30,1829-11-30,1830-05-31,1830-05-31,1830-03-01,1830.0,1829 … 1830,224
2 I H.56,faust://document/faustedition/2_I_H.56,2 I H.56,Witness,,594,1187,1188,1176,1829-11-30,1829-11-27,1830-01-18,1830-02-26,1829-12-24,1829.0,1829 … 1830,209
2 II H.12,faust://document/faustedition/2_II_H.12,2 II H.12,Witness,,595,1189,1190,1178,1829-11-30,,1830-01-18,,1829-12-24,1829.0,1829 … 1830,234
2 I H.59,faust://document/faustedition/2_I_H.59,2 I H.59,Witness,,596,1191,1192,1178,1829-11-30,1829-08-28,1830-02-26,1830-02-26,1830-01-13,1830.0,1829 … 1830,212
H P161,faust://document/faustedition/H_P161,H P161,Witness,,597,1193,1194,1180,1829-11-30,,,,1829-11-30,1829.0,1829,627
2 II H.46,faust://document/faustedition/2_II_H.46,2 II H.46,Witness,,598,1195,1196,1170,1829-12-02,1829-12-02,1830-06-02,1830-06-02,1830-03-03,1830.0,1829 … 1830,274
2 II H.15,faust://document/faustedition/2_II_H.15,2 II H.15,Witness,,599,1197,1198,1171,1829-12-25,1829-12-25,1830-01-18,,1830-01-06,1830.0,1829 … 1830,238
2 II H.8:1,faust://document/faustedition/2_II_H.8_1,2 II H.8:1,Witness,,600,1199,1200,1191,1829-12-25,1829-07-20,1830-01-18,1830-01-18,1830-01-06,1830.0,1829 … 1830,228
2 II H.13,faust://document/faustedition/2_II_H.13,2 II H.13,Witness,,601,1201,1202,1193,1829-12-25,1829-07-20,1830-01-18,1830-01-18,1830-01-06,1830.0,1829 … 1830,235
2 II H.74 i_uebrige,faust://inscription/faustedition/2_II_H.74/i_uebrige,2 II H.74 i_uebrige,Inscription,2 II H.74,602,1203,1204,1180,1829-12-26,1829-12-26,1830-06-26,1830-06-26,1830-03-27,1830.0,1829 … 1830,65
2 II H.74 i_2,faust://inscription/faustedition/2_II_H.74/i_2,2 II H.74 i_2,Inscription,2 II H.74,603,1205,1206,1182,1829-12-26,,,,1829-12-26,1829.0,1829,37
2 II H.74 i_23_m,faust://inscription/faustedition/2_II_H.74/i_23_m,2 II H.74 i_23_m,Inscription,2 II H.74,604,1207,1208,1182,1829-12-26,,,,1829-12-26,1829.0,1829,38
2 II H.63,faust://document/faustedition/2_II_H.63,2 II H.63,Witness,,605,1209,1210,1175,1829-12-28,1829-12-28,1830-06-26,1830-06-28,1830-03-28,1830.0,1829 … 1830,292
gsa_2: GSA_25_W_1772,faust://document/gsa_2/GSA_25_W_1772,gsa_2: GSA_25_W_1772,UnknownRef,,606,1211,1212,1176,1829-12-31,1829-12-31,1830-02-01,1830-02-01,1830-01-16,1830.0,1830,675
2 II H.38,faust://document/faustedition/2_II_H.38,2 II H.38,Witness,,607,1213,1214,1180,1830-01-11,1830-01-11,1830-01-21,1830-07-12,1830-01-16,1830.0,1830,266
2 II H.18,faust://document/faustedition/2_II_H.18,2 II H.18,Witness,,608,1215,1216,1186,1830-01-11,,1830-01-21,,1830-01-16,1830.0,1830,242
2 II H.20,faust://document/faustedition/2_II_H.20,2 II H.20,Witness,,609,1217,1218,1192,1830-01-11,1829-08-01,1830-01-30,1830-01-30,1830-01-20,1830.0,1830,244
2 II H.27: … (2),faust://document/wa/2_II_H.27,2 II H.27: … (2),AmbiguousRef,,610,1219,1220,1194,1830-01-11,1829-08-02,1830-01-31,1830-01-31,1830-01-21,1830.0,1830,251
2 II H.28 alpha,faust://inscription/faustedition/2_II_H.28/alpha,2 II H.28 alpha,Inscription,2 II H.28,611,1221,1222,1196,1830-01-11,,,,1830-01-11,1830.0,1830,34
H P124,faust://document/faustedition/H_P124,H P124,Witness,,612,1223,1224,1194,1830-01-11,1829-08-09,1830-02-07,1830-02-07,1830-01-24,1830.0,1830,616
2 II H.17,faust://document/faustedition/2_II_H.17,2 II H.17,Witness,,613,1225,1226,1209,1830-01-16,1830-01-16,1830-01-21,1830-01-21,1830-01-18,1830.0,1830,241
2 II H.27:2,faust://document/faustedition/2_II_H.27_2,2 II H.27:2,Witness,,614,1227,1228,1215,1830-01-24,1830-01-24,1830-01-30,1830-01-30,1830-01-27,1830.0,1830,253
2 II H.28,faust://document/faustedition/2_II_H.28,2 II H.28,Witness,,615,1229,1230,1221,1830-01-24,,1830-06-26,,1830-04-10,1830.0,1830,254
2 II H.45,faust://document/faustedition/2_II_H.45,2 II H.45,Witness,,616,1231,1232,1215,1830-01-24,1830-01-24,1830-01-30,1830-01-30,1830-01-27,1830.0,1830,273
2 II H.22,faust://document/faustedition/2_II_H.22,2 II H.22,Witness,,617,1233,1234,1217,1830-01-27,1830-01-27,1830-02-01,1830-02-01,1830-01-29,1830.0,1830,246
2 II H.25,faust://document/faustedition/2_II_H.25,2 II H.25,Witness,,618,1235,1236,1219,1830-01-27,1830-01-16,1830-02-02,1830-07-17,1830-01-30,1830.0,1830,249
2 II H.54,faust://document/faustedition/2_II_H.54,2 II H.54,Witness,,619,1237,1238,1221,1830-01-27,,1830-02-02,,1830-01-30,1830.0,1830,283
2 II H.24,faust://document/faustedition/2_II_H.24,2 II H.24,Witness,,620,1239,1240,1225,1830-01-27,,1830-02-02,,1830-01-30,1830.0,1830,248
2 II H.41,faust://document/faustedition/2_II_H.41,2 II H.41,Witness,,621,1241,1242,1227,1830-01-27,,1830-02-02,,1830-01-30,1830.0,1830,269
2 II H.23,faust://document/faustedition/2_II_H.23,2 II H.23,Witness,,622,1243,1244,1231,1830-01-27,1830-01-23,1830-02-02,1830-02-02,1830-01-30,1830.0,1830,247
2 II H.42,faust://document/faustedition/2_II_H.42,2 II H.42,Witness,,623,1245,1246,1227,1830-01-31,1830-01-31,1830-03-29,1830-03-29,1830-02-28,1830.0,1830,270
2 II H.39,faust://document/faustedition/2_II_H.39,2 II H.39,Witness,,624,1247,1248,1229,1830-01-31,,1830-06-26,,1830-04-14,1830.0,1830,267
2 II H.49,faust://document/faustedition/2_II_H.49,2 II H.49,Witness,,625,1249,1250,1229,1830-01-31,1830-01-31,1830-06-26,1830-06-26,1830-04-14,1830.0,1830,278
2 II H.51,faust://document/faustedition/2_II_H.51,2 II H.51,Witness,,626,1251,1252,1235,1830-01-31,,1830-06-26,,1830-04-14,1830.0,1830,280
2 II H.53,faust://document/faustedition/2_II_H.53,2 II H.53,Witness,,627,1253,1254,1231,1830-01-31,,1830-06-26,,1830-04-14,1830.0,1830,282
H P125,faust://document/faustedition/H_P125,H P125,Witness,,628,1255,1256,1248,1830-02-05,1830-02-05,1830-02-07,1830-02-07,1830-02-06,1830.0,1830,617
2 V H.1a,faust://document/faustedition/2_V_H.1a,2 V H.1a,Witness,,629,1257,1258,1253,1830-02-11,1830-02-11,1831-05-05,1831-05-18,1830-09-23,1830.0,1830 … 1831,496
2 V H.1,faust://document/faustedition/2_V_H.1,2 V H.1,Witness,,630,1259,1260,1255,1830-02-11,,1832-06-06,,1831-04-10,1831.0,1830 … 1832,495
wa: 2_V_H.alpha,faust://document/wa/2_V_H.alpha,wa: 2_V_H.alpha,UnknownRef,,631,1261,1262,1257,1830-02-11,,1832-06-06,,1831-04-10,1831.0,1830 … 1832,109
2 II H.19,faust://document/faustedition/2_II_H.19,2 II H.19,Witness,,632,1263,1264,1254,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,243
2 II H.56,faust://document/faustedition/2_II_H.56,2 II H.56,Witness,,633,1265,1266,1256,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,285
2 II H.58,faust://document/faustedition/2_II_H.58,2 II H.58,Witness,,634,1267,1268,1258,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,287
2 II H.60,faust://document/faustedition/2_II_H.60,2 II H.60,Witness,,635,1269,1270,1260,1830-02-28,1830-02-28,1830-05-01,1830-05-01,1830-03-31,1830.0,1830,289
2 II H.33,faust://document/faustedition/2_II_H.33,2 II H.33,Witness,,636,1271,1272,1270,1830-03-21,1830-03-21,1830-09-19,1830-09-19,1830-06-20,1830.0,1830,260
2 II H.52,faust://document/faustedition/2_II_H.52,2 II H.52,Witness,,637,1273,1274,1271,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,281
2 II H.47,faust://document/faustedition/2_II_H.47,2 II H.47,Witness,,638,1275,1276,1279,1830-03-25,,1830-06-26,,1830-05-10,1830.0,1830,275
2 II H.55,faust://document/faustedition/2_II_H.55,2 II H.55,Witness,,639,1277,1278,1273,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,284
2 II H.57,faust://document/faustedition/2_II_H.57,2 II H.57,Witness,,640,1279,1280,1291,1830-03-25,1830-02-15,1830-06-26,1830-08-16,1830-05-10,1830.0,1830,286
2 II H.61,faust://document/faustedition/2_II_H.61,2 II H.61,Witness,,641,1281,1282,1271,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,290
2 II H.62,faust://document/faustedition/2_II_H.62,2 II H.62,Witness,,642,1283,1284,1273,1830-03-25,1830-03-25,1830-06-26,1830-09-23,1830-05-10,1830.0,1830,291
2 II H.31a,faust://document/faustedition/2_II_H.31a,2 II H.31a,Witness,,643,1285,1286,1285,1830-04-18,1830-04-18,1830-04-20,1830-04-20,1830-04-19,1830.0,1830,258
2 II H.34,faust://document/faustedition/2_II_H.34,2 II H.34,Witness,,644,1287,1288,1291,1830-04-22,1830-04-22,1830-10-21,1830-10-21,1830-07-22,1830.0,1830,261
2 II H.64,faust://document/faustedition/2_II_H.64,2 II H.64,Witness,,645,1289,1290,1293,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,293
2 II H.65,faust://document/faustedition/2_II_H.65,2 II H.65,Witness,,646,1291,1292,1295,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,294
2 II H.66,faust://document/faustedition/2_II_H.66,2 II H.66,Witness,,647,1293,1294,1297,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,295
H P159,faust://document/faustedition/H_P159,H P159,Witness,,648,1295,1296,1304,1830-06-04,1830-06-04,1830-12-03,1830-12-03,1830-09-03,1830.0,1830,625
H P160,faust://document/faustedition/H_P160,H P160,Witness,,649,1297,1298,1304,1830-06-04,1830-06-04,1830-12-03,1830-12-03,1830-09-03,1830.0,1830,626
H P126,faust://document/faustedition/H_P126,H P126,Witness,,650,1299,1300,1305,1830-06-08,1830-06-08,1830-06-21,1830-06-21,1830-06-14,1830.0,1830,618
2 II H.67,faust://document/faustedition/2_II_H.67,2 II H.67,Witness,,651,1301,1302,1312,1830-06-11,1830-06-11,1830-06-26,1830-12-10,1830-06-18,1830.0,1830,296
2 II H.71,faust://document/faustedition/2_II_H.71,2 II H.71,Witness,,652,1303,1304,1308,1830-06-11,1830-06-11,1830-06-26,1830-12-10,1830-06-18,1830.0,1830,300
2 II H.69,faust://document/faustedition/2_II_H.69,2 II H.69,Witness,,653,1305,1306,1314,1830-06-11,,1831-02-26,,1830-10-19,1830.0,1830 … 1831,298
2 II H.74,faust://document/faustedition/2_II_H.74,2 II H.74,Witness,,654,1307,1308,1360,1830-06-11,1829-12-26,1830-06-26,1830-06-26,1830-06-18,1830.0,1830,303
2 II H.35,faust://document/faustedition/2_II_H.35,2 II H.35,Witness,,655,1309,1310,1362,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,262
2 II H.36,faust://document/faustedition/2_II_H.36,2 II H.36,Witness,,656,1311,1312,1364,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,263
2 II H.36a,faust://document/faustedition/2_II_H.36a,2 II H.36a,Witness,,657,1313,1314,1362,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,264
2 II H.47a,faust://document/faustedition/2_II_H.47a,2 II H.47a,Witness,,658,1315,1316,1362,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,276
2 II H.7,faust://document/faustedition/2_II_H.7,2 II H.7,Witness,,659,1317,1318,1364,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,227
wa: 2_II_H.alpha,faust://document/wa/2_II_H.alpha,wa: 2_II_H.alpha,UnknownRef,,660,1319,1320,1366,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,108
H P157,faust://document/faustedition/H_P157,H P157,Witness,,661,1321,1322,1307,1830-06-17,1830-06-17,1830-06-19,1830-06-19,1830-06-18,1830.0,1830,624
2 V H.37a i_v,faust://inscription/faustedition/2_V_H.37a/i_v,2 V H.37a i_v,Inscription,2 V H.37a,662,1323,1324,1310,1830-06-19,1830-06-19,1830-12-18,1830-12-18,1830-09-18,1830.0,1830,84
landeck: 2_V_H.h,faust://document/landeck/2_V_H.h,landeck: 2_V_H.h,UnknownRef,,663,1325,1326,1310,1830-06-19,1830-06-19,1830-12-18,1830-12-18,1830-09-18,1830.0,1830,103
2 II H.70,faust://document/faustedition/2_II_H.70,2 II H.70,Witness,,664,1327,1328,1383,1830-08-28,1830-08-28,1831-02-26,1831-02-26,1830-11-27,1830.0,1830 … 1831,299
2 II H.73,faust://document/faustedition/2_II_H.73,2 II H.73,Witness,,665,1329,1330,1385,1830-08-28,,1832-06-06,,1831-07-18,1831.0,1830 … 1832,302
landeck: 2_V_H.1I,faust://document/landeck/2_V_H.1I,landeck: 2_V_H.1I,UnknownRef,,666,1331,1332,1385,1830-11-04,1830-11-04,1831-05-05,1831-05-05,1831-02-03,1831.0,1830 … 1831,99
landeck: 2_V_H.1II,faust://document/landeck/2_V_H.1II,landeck: 2_V_H.1II,UnknownRef,,667,1333,1334,1387,1830-11-04,1830-11-04,1831-05-05,1831-05-05,1831-02-03,1831.0,1830 … 1831,100
